Gene.symbol	ID	adj.P.Val	logFC
CCDC177	7979870	0.180270926172719	-0.18333600406916
	8103847	0.180271580066291	0.344971578420637
CYP4F3	8026456	0.180316360653933	-1.21006565595011
LPIN1	8040340	0.180319255398016	0.51694189101134
	8097949	0.18037616845717	-0.136439232535148
TULP4	8123044	0.18039365309086	-0.506564965029479
CYP11B2	8153373	0.18039365309086	-0.195216426812922
KCNE1	8070173	0.18039365309086	-0.521877227151924
TLR6	8099841	0.180451040764762	-1.10595077359637
ADAMTS5	8069689	0.180474750821133	-0.296355360803853
	8067197	0.18051972625419	-0.205283356126984
	7893563	0.18060594492095	0.348033779919502
	8052056	0.180803082062735	-0.133402404709751
	7893533	0.180844154905586	-0.250900105727889
	7900336	0.180886728277576	0.345182224693878
PP7080///PP7080	8110685	0.180909501478144	-0.452411620868477
	8062685	0.181009991381279	-0.232987294234694
TMSB4Y///TMSB4XP6///TMSB4XP2///TMSB4XP1///TMSB4X	8166072	0.181027317233893	-0.236215734407029
SLC9A3R1	8009685	0.181027317233893	-0.303918649645125
INO80C	8022902	0.181038457698874	0.269771482595242
	8115441	0.181099090449355	-0.225864895321995
	7893175	0.181099090449355	-0.59880354652154
DAGLB	8138091	0.181122896997566	0.289551680378692
	7893544	0.181194888421699	-0.219590257426302
DSCAM	8070421	0.181199652871157	-0.162105843976191
	8081079	0.181206776737347	-0.204294976960317
	7971539	0.181226822650033	-0.344753256843539
AGFG2	8134834	0.181240235447452	-0.21546378630272
	8151234	0.181397093597928	0.39035182431406
NFE4	8135224	0.181435390088434	-0.731686563731291
PLRG1	8103289	0.181461019068768	0.364381645664402
	8156056	0.181515847603555	-0.21655929944671
	7893574	0.18152360970108	0.540640200736961
	7896188	0.18152360970108	0.560411966955785
	7894834	0.181604097832131	0.323069688808392
GRASP	7955578	0.181617381083458	-0.424331511781176
	8086515	0.181632337217126	-0.125740994065759
	8045527	0.181632337217126	-0.132272436151927
SCN3B	7952350	0.181672221172183	-0.210802812649661
	8137089	0.181687294169528	-0.165919784240362
	8109824	0.181758189018804	0.113632927905895
LIG1	8037991	0.181758189018804	0.367805567005671
ALOX15	8011680	0.181863723885164	-0.734371094213151
RAP1GAP2	8003773	0.181863723885164	-0.37672109280272
MRPL41	8159687	0.181863723885164	-0.244708445089569
TINAGL1	7899627	0.181863723885164	-0.275199069183672
HINT1	8113873	0.181878872556956	0.368326790749435
	7952390	0.181878872556956	-0.135439340549886
	7982267	0.181920770698253	-0.322024741774373
	8124055	0.181995456111333	-0.390286406464853
CEP295	7943126	0.182090870249667	-0.360241453367343
	8168085	0.182099450663788	0.10734663551134
	7893844	0.182099450663788	-0.336451613733559
OR11A1	8179591	0.182159372468863	0.157382655678005
TMEM14EP	8091546	0.182159372468863	-0.414259098874148
ESYT2	8144184	0.182281014860721	0.344752386860547
TTC7A	8041826	0.182281014860721	0.351539742656467
	7895047	0.18230305346752	-0.257681395273243
STGC3	8079740	0.18230305346752	-0.238763694620181
LINC00935	7955135	0.18230305346752	-0.219258609160997
ZNF271P	8020898	0.18230305346752	0.254443855191613
	7906303	0.18230305346752	-0.272654884436507
	8113936	0.18230305346752	-0.53441991380839
PLIN4	8032829	0.18230305346752	-0.398269193048753
TTC25	8007176	0.18230305346752	0.202157106424036
	7952225	0.182514012928621	-0.271020130226757
AMBRA1	7947652	0.182514012928621	-0.145743168763037
	7893203	0.182541205027107	0.487047513373014
TMPRSS11A	8100675	0.182541205027107	-0.147615788746031
SS18L1	8063839	0.182617197662225	-0.219403931345805
A1CF	7933640	0.182638127492069	-0.138636432239227
IL6R	7905789	0.182638127492069	-0.649450462789109
PADI1	7898413	0.182672975845409	-0.134981115107708
DNASE2B	7902623	0.182743331877618	-0.166909235057823
TRIM50	8140028	0.182776001786814	0.22460956838549
RBM14	7941707	0.182776001786814	0.424387716523807
	7894345	0.182779577754229	-0.478318011662131
	7895926	0.182848844167256	-0.251117888112242
MAGED4///MAGED4B	8172722	0.182866434084467	-0.353158596044215
	8129835	0.182866434084467	0.134913965464853
	7947892	0.182866434084467	-0.307009588369611
SLCO1A2	7961626	0.182866434084467	-0.114024744108843
LOC439951	7926150	0.182866434084467	-0.243254015486392
LRRC37B	8006336	0.182866434084467	-0.650144755671199
RNGTT	8128052	0.182886982673804	0.218375465831067
PPP1R7	8049784	0.182986978435033	-0.348866142518139
GSTM4	7903742	0.183042029515119	-0.456388246212019
	8094772	0.183138798850027	-0.167603192002266
	7896508	0.183251725284059	0.270572185176876
	8138086	0.183299835186782	0.13447870955669
	7892959	0.183299835186782	0.400011319926306
TYW1B	8139935	0.183462264538688	-0.336343492517005
	7960359	0.183491312689644	-0.899383364699545
METTL1	7964548	0.183494268203579	0.41583346511338
C1QTNF3-AMACR///C1QTNF3	8111443	0.183546003441061	0.381816132837869
CXorf40B	8175642	0.183546003441061	-0.219857746009069
FAM156B///FAM156A	8172813	0.183583179454882	0.3618260438288
PLA2G4D	7987792	0.183587915181697	0.185632313760773
	7893858	0.183587915181697	-0.203766622568027
	7934091	0.18359057742186	-0.146748330829932
	7893535	0.183592579383868	0.360716476958052
LYRM1	7993800	0.183651415751187	-0.338304728897958
BICD2	8162438	0.183658302204046	-0.289744407628115
	8052370	0.183658302204046	-0.450906757473923
LINC01165	7937104	0.183658302204046	-0.270178532709748
RNF128	8169174	0.183658302204046	-0.148272627259635
RAB11FIP2	7936567	0.183770732051069	-0.234372272036277
	7979802	0.183770732051069	-0.161171240706348
	7894128	0.183770732051069	0.468858682803858
	8074249	0.183770732051069	-0.180321399204082
	7892873	0.183779248824668	0.675982516723357
	7894782	0.183783771616607	0.548124205278913
PCDHB13	8108737	0.183826594412083	0.221088145129253
	7926706	0.183826594412083	-0.321253729486394
LOC100288778///WASH1///WASH7P///WASH2P///WASH3P	7911309	0.183838990177283	0.256694100352611
	7894228	0.183854876698746	-0.416677927636055
KAZN///KAZN	7898102	0.183932984078133	-0.286252155619046
ZNF132	8039771	0.183932984078133	-0.27742458457596
	7896127	0.183936660331617	0.458666792773244
SHB	8161255	0.183946647542877	0.254772827690481
	7969368	0.183973102815433	0.302701789655332
FZR1	8024637	0.183987670960851	-0.204972163429701
	8142405	0.183987670960851	-0.3361641973356
	8165496	0.18400902433399	0.40269011660431
	8013109	0.184038130229191	-0.386321935568031
COX15	7935647	0.184063768610207	0.164073345388888
	7895395	0.18430640017841	0.317367364918371
TBKBP1	8008016	0.184341354626684	-0.309549559941042
	7958209	0.184341354626684	-0.0993368118605433
PDXK	8068919	0.184376156215823	-0.248093057927439
	8180395	0.184376935109977	0.51427121106236
	7893064	0.184384497509416	-0.349582663412696
S1PR5	8034043	0.184482362140228	-0.236280518465987
	7965976	0.184570899239275	-0.214095161047618
SNHG1///SNORD31	7948898	0.184627459215874	0.581550852518143
C15orf59	7990269	0.184653973416116	-0.223167056907027
CABP5	8037962	0.184653973416116	-0.184007439413831
TPPP	8110708	0.184661365974795	-0.228611225918365
EPHX4	7902957	0.184695406220518	-0.257913259586165
LRRC42	7901577	0.184773211866681	0.186215146289115
KIF25-AS1	8130827	0.184787152215899	-0.167929506399092
KCNK6	8028332	0.184787152215899	-0.333781664692741
MDM4	7909011	0.184802275375249	-0.212777140478458
RRP15	7909782	0.184987156370175	0.521573671264174
KCNN3	7920552	0.18501227471849	-0.187404707004536
	7894721	0.18501227471849	-0.481496211247165
HPS1	7935588	0.185014431995808	-0.163468500168935
ARL14	8083743	0.185014431995808	-0.144761775617914
ZNF561	8033795	0.185087478913065	-0.35389320445578
SPHAR///RAB4A	7910398	0.185094125588944	0.344933857878685
PIP5K1A	7905365	0.185207420466268	0.22840549177211
	7976146	0.185215178951896	0.223266152489796
	7893654	0.185341666012584	0.632757347141724
	8047503	0.185443339719681	-0.181581587122449
PCMTD2	8064302	0.185482615377764	-0.289263587465983
PIWIL3	8075026	0.185501425163559	0.191728576506804
SHISA3	8094870	0.185685467743426	-0.271659094459183
MIR29B1	8142977	0.185827860050566	-0.16043480611111
NPHP3-ACAD11///ACAD11	8090715	0.185937335941154	0.683120738053289
	8113367	0.185937335941154	0.316665384958052
ABI3BP	8089145	0.185937335941154	-0.222040832818594
	7896266	0.185966977419838	-0.191709019806119
	7951089	0.185969355870048	0.571455361257367
DDX4	8105384	0.186015244832379	-0.157048821591836
	7976055	0.186126224181067	-0.213688192756236
OR6N2	7921429	0.186138936002804	-0.294359408155329
CNFN	8037179	0.186149294301709	-0.232561344426304
USP9X	8166826	0.186149294301709	-0.222790836340135
CCDC124	8026895	0.186149294301709	0.24270322984694
OR7E37P///OR7E35P///MGC72080///OR7E5P///DAPL1///OR7E24///OR7E47P///OR7E12P///OR7E14P	8082248	0.186179570344501	-0.652599506941042
UBE4A	7944195	0.186183370239583	-0.204176841180276
ICOS	8047702	0.186183370239583	-1.1512920560873
	8089232	0.186183370239583	-0.265415192352607
	7977780	0.186300355853567	-0.307331462740365
MRPL21	7949995	0.186300355853567	0.351932382829936
EMC6	8003840	0.186304730954184	0.326808376927439
KIR3DL2///KIR3DL1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DL2///KIR3DL1	8039859	0.186317731698685	-0.226843084104307
ASAP1	8152867	0.186408477420776	-0.730038660208612
	7917790	0.186451900087969	0.19244414340136
	7948123	0.186487181044507	0.163525569749434
	8168888	0.186530608835923	-0.109776238690476
MEMO1	8051372	0.186642891532203	0.262742880778915
	7895993	0.186642891532203	0.335977630089571
DNAJB3	8059832	0.186645367446987	0.189421284414965
	7894493	0.186649090813653	0.385835190391163
TCF7L2	7930537	0.186652969463721	0.693733771541955
ACBD4	8007730	0.186652969463721	-0.30042574422222
	7893534	0.186652969463721	0.332336321258504
NTM	7945245	0.186669376694658	-0.236585949944445
	8099719	0.186725930163658	-0.474462944446711
SRSF8	7943288	0.186733890820813	-0.754047990820857
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	8019655	0.186982783997321	0.301696326464853
DEGS1	7910001	0.187021465060937	-0.302262070526077
	8072187	0.187094344292488	-0.17956470438662
	7930168	0.187149534094404	-0.27169902676984
	8099591	0.187278542360221	-0.161821293314058
	7902439	0.187278542360221	-0.149210139480724
CPD	8006123	0.187278542360221	0.71273035711565
	8066264	0.187330729844667	-0.140230868597505
	7910414	0.187334854286608	-0.257137727882084
WDR60	8137639	0.187421649265217	0.380498634200682
TBXAS1	8136557	0.187421649265217	0.888355587175738
	7896396	0.187450046932403	0.238233660311792
SLC25A20	8087224	0.187450046932403	0.360486294895693
PMS2P9///PMS2P7///PMS2P6///DTX2P1-UPK3BP1-PMS2P11///LOC441259///PMS2///PMS2P3///PMS2P5///PMS2P4///PMS2P2///PMS2P1///PMS2P6///PMS2P3///PMS2P2///PMS2P1	8140269	0.187450046932403	0.35547555813492
	7895791	0.187611333967851	0.644198263077099
IL36G	8044541	0.187713824551646	-0.189323868507936
	7898607	0.187780156738132	-0.408831698603173
ZNF469	7997765	0.187854262614396	-0.21255336762585
	8101673	0.187854262614396	-0.265739233253968
LOC146880	8017671	0.187854262614396	-0.308800519537413
	7928363	0.187869501139014	-0.109062005924036
DMD	8171921	0.187996323074112	-0.150624072310657
	7893118	0.188045976817112	-0.481492737678002
RSAD2	8040080	0.188051231284636	-0.793632528750565
	7894452	0.188121807396505	-0.424555291189341
	8036031	0.188143025098073	0.201489591783448
	7929114	0.188291184463202	0.273837791032882
MFSD12	8032608	0.188322697414497	0.224486652185945
TMEM266	7985066	0.188352955136178	-0.203478853273244
HS2ST1	7902789	0.188494169693722	0.319025373850344
SNORD37	8032749	0.188511536420326	0.280472183828801
	8166659	0.188511536420326	0.239333206369615
	7976067	0.18853249947993	-0.107461318333333
LOC100128185	8039975	0.188694634690373	-0.208458822024943
SRGAP2C///SRGAP2B///SRGAP2	7904482	0.188694634690373	0.390738025074828
	8133008	0.188748374363785	-0.100429837481859
MTRF1L	8130383	0.188766391740224	-0.235060632799319
LIN7A	7965156	0.188769260721279	-1.08661960845465
EPHB1	8082846	0.188877849485394	-0.725113980541947
	7895753	0.188936984575251	0.563569754379822
SNORA80B	8050253	0.188998872531488	0.252780723308391
RNF121	7942289	0.189097215424447	0.290065361043088
	8044959	0.18921377537212	-0.209821182207483
	8137046	0.18921377537212	-0.300126569206348
	7896482	0.189471847583645	0.44320363936508
LOC400499	7999447	0.189494555737344	-0.749963334978458
	7894165	0.18955512756901	0.702331895333336
	8055596	0.18955512756901	0.43593952754762
	8157151	0.18955512756901	-0.304983115369613
BTBD10	7946680	0.18955512756901	-0.362179641045351
ZNF814	8039692	0.189574168999138	-0.395748392334463
P2RY2	7942400	0.189625699126097	0.637522419604307
REXO2	7944011	0.189676081791669	0.635979193903625
C18orf25	8021113	0.189875344414788	-0.307951433310658
ISL1	8105220	0.189903151307779	0.144229794722222
GPR89A///GPR89B	7904930	0.189938852238585	-0.527141452718822
TACC1	8145954	0.189946939332177	-0.276454966196139
	8122885	0.18999025462912	-0.204549986455781
	7971901	0.189997256109821	-0.199570557430839
	7946567	0.189997256109821	0.401475745180273
	7894336	0.189997256109821	-0.371116986676868
THOC6	7992795	0.189997256109821	0.45907570570975
OR13A1	7933219	0.190040091539517	-0.260821461291382
	7909102	0.19004724286383	-0.297234551704082
ZNF418	8039698	0.190113896955795	0.570011250657598
	8027884	0.190148371852115	0.624876130134931
MICA	8118100	0.190148371852115	-0.263778383502266
PPP1R9B	8016628	0.190148371852115	-0.355626389136052
	8022610	0.190148371852115	-0.212962455541948
	8172156	0.1901651957681	-0.261344653752831
	7895939	0.190165796950729	0.360431090609987
	8055269	0.190198721695199	-0.118867385478457
C3orf67	8088436	0.190356824012841	0.182628874197281
RPSAP52	7964733	0.190356824012841	-0.136283505246029
ODF3L2	8032051	0.190371017894096	-0.202156921441044
CLSTN2	8083034	0.190371017894096	0.275265971222225
	7893595	0.190371017894096	-0.707484081424034
	7941795	0.190371017894096	-0.356345599007934
ZPBP2	8006958	0.19037746412375	-0.305954942324261
PSRC1	7918300	0.190428417764373	0.31127294189456
SOX5	7961798	0.190428417764373	-0.533570050054421
SAMSN1	8069541	0.190512172314008	0.630194967718823
NFIL3	8162276	0.190512172314008	0.883281465308391
ASXL1	8061725	0.190517724477186	-0.21325220565986
	7932832	0.190517724477186	-0.172912673970522
DYX1C1-CCPG1///CCPG1	7989037	0.190521597829277	-0.620936274157595
KRT3	7963523	0.190566431677518	-0.24922767921655
FNDC11	8064108	0.190607284125641	-0.236045037230157
	8051319	0.190709324116497	-0.191366604640588
INPP5J	8072436	0.190744202480044	-0.149755967639454
	7895150	0.190837890304612	0.74669273634921
	8081951	0.190838195541736	-0.335466744482992
	8042958	0.190993286276801	0.171163160721091
	8101585	0.190993286276801	-0.556507285642854
	7955421	0.191021573745616	-0.223554257411565
ARHGEF12	7944560	0.191060873868778	0.630483329840136
PIGX	8084955	0.191120235691709	-0.646452835674601
VPS33A	7967240	0.191173852028007	-0.229157348038544
PDHX	7939329	0.191187608907828	-0.276970284066892
MYSM1	7916592	0.191187608907828	-0.206793807004534
	7894097	0.191187608907828	0.303590261418368
KLRC4-KLRK1///KLRC4	7961166	0.191224995036558	-0.939061103775507
IL22RA2	8129848	0.191224995036558	-0.126594316358276
ADAMTS19	8107823	0.191224995036558	-0.147596806019274
	8171531	0.191357467344483	-0.245182854433107
	8047215	0.191459837569311	-0.161158988116779
ANAPC1P1///ANAPC1	8054437	0.191486622236081	0.662362051719956
	8059687	0.191593059404909	-0.274674124987528
CCDC149	8099670	0.191670920292257	0.500893425791385
TMEM159///TMEM159	7993807	0.191674535455008	0.437491300428571
OR2M4	7911269	0.191705176331123	-0.195388077020407
BPI	8062444	0.19183756855082	0.967581367243768
RSL1D1	7999520	0.191859722731276	0.699508385082767
	7916743	0.191906484054013	-0.384304968043081
SSU72	7896983	0.192014846084668	-0.233764428911564
NT5C1A	7915238	0.192023909105579	-0.229856076433105
	7931850	0.19203987520624	-0.13741444946712
TTTY12///TTTY12	8176471	0.19203987520624	-0.163451189482994
	8023596	0.192107299114586	-0.196856595140587
HS3ST1	8099388	0.192122806027822	-0.379767667989796
CTNND2	8110990	0.192132179856232	-0.239106956862812
NDUFA9	7953243	0.192151664361956	0.431769513376421
LIN28A	7899167	0.192316326431159	-0.254839160804988
LRTM2	7953032	0.192316326431159	-0.183645401967116
IGFL4	8037750	0.192316326431159	-0.16466502361678
MEF2A	7986411	0.192316326431159	-0.304020125930835
HMGN1	8176191	0.192316326431159	0.249774021630389
IRF7	7945462	0.192316326431159	-0.28555116338662
	8020451	0.192363502331326	0.364327672518142
	8103904	0.192363502331326	-0.246117544594101
	7892847	0.192363502331326	0.55952467176304
	7892884	0.192385246372241	0.255609039701818
ITPKA	7982927	0.192424545649416	0.241678925430839
	8051462	0.192515241287837	-0.50089193585034
	7907308	0.192533134914262	-0.119108523318594
MAFF	8073007	0.192549721271127	0.397115216307261
	7966257	0.192549721271127	-0.395591136874147
CYP2W1	8131056	0.192549721271127	-0.196367449167801
	7894479	0.192549721271127	-0.355837049455779
ZNF317	8025458	0.192549721271127	0.195238577128124
	7893837	0.192599490092226	0.415529544501135
	7895205	0.192714637074379	-0.563446147895688
	7975813	0.192811939216632	0.365045653812925
HOXC5	7955887	0.192826273157939	-0.186907526713151
CD2BP2	8000848	0.192881595529092	-0.368829046995463
	8169465	0.192881595529092	-0.178255573453514
	8145529	0.192897239877186	0.524064387685939
MAN1B1	8159566	0.193022999263487	0.194497321158729
MBOAT2	8050160	0.193054572203905	1.07892003499434
PHLPP2	8002571	0.193054572203905	-0.625474918945577
	8147481	0.193054572203905	0.310674484030614
LGMN	7980958	0.193054572203905	-0.683382548205214
CCDC6	7933760	0.19306597513507	0.692101871334467
	7983391	0.19306597513507	-0.118437871546484
CCDC105	8026390	0.19306597513507	-0.19227803029592
	8045531	0.19306597513507	0.40885560621882
	8059341	0.19314072828813	-0.170514318215418
	8144993	0.193186022597455	-0.187442872534011
	7894978	0.193246788289485	0.461414806257366
	8136589	0.193246788289485	0.457248803316326
SVIP	7947147	0.193246788289485	-0.601925640221085
	7979980	0.193246788289485	-0.182929875350342
	8173166	0.193260853167017	-0.20817567347619
	7959078	0.193347118436211	0.492508084883221
ZNF304	8031726	0.193426841451755	0.387397605582767
CARNMT1	8161829	0.193426841451755	0.408158962526081
	7892550	0.193426841451755	0.731770761343538
	7896321	0.193426841451755	0.234550244258502
LRRC1	8120279	0.193449770096657	0.375686763544215
NKX2-6	8149820	0.193449770096657	-0.21091320653855
FUT2	8030094	0.193449770096657	-0.198422097247163
	7940735	0.193449770096657	0.0971901244659872
BTBD8	7902965	0.193449770096657	-0.317321380173467
	7895262	0.193491805512348	-0.378618823622447
ZNF717	8088911	0.193604319635451	-0.536091847951245
ANKRD20A11P	8069511	0.193604319635451	-0.33313094468594
	8126145	0.193750555626862	-0.17847359095578
LOC151760	8089464	0.193791922554504	-0.185709900163266
KRI1	8034055	0.193836197280615	0.409560808021546
	7896026	0.193937788587258	-0.295992477693874
	7895089	0.193985483626349	0.345392422336735
	7893363	0.193985483626349	-0.698145337857142
HACE1	8128522	0.194100846978742	0.539797544931977
	7893232	0.194100846978742	0.726230675514742
CACUL1	7936596	0.194100846978742	-0.38814454321655
RHEBL1	7963009	0.194185047575283	-0.188528147195009
ANKRD30BL	8055303	0.194191332813695	-0.192918295664397
CRTAM	7944739	0.19423044412046	-0.656853301223356
	7918365	0.194246655834468	0.33440114538889
ING1	7970096	0.194261605312452	-0.270189257546485
KRT27	8015087	0.19427908233794	-0.18069502840136
	7894878	0.194307737874651	0.427890859651933
LOC102724562///MST1L///MST1P2///MST1	7912863	0.194322034121955	-0.175444541210882
ALKBH2	7966183	0.194352003574791	0.391344809402495
MPLKIP	8137008	0.19438643105261	0.689431703168937
	8127509	0.194422464493595	-0.216590889994331
ASGR1	8012043	0.194422464493595	-0.268296302384355
	7978329	0.194452541163438	-0.146805561776642
NFYB	7965956	0.194457674785618	0.451504694403631
STX16-NPEPL1///STX16	8063636	0.194548205916375	-0.244715986429707
MTMR6	7970655	0.194593049454842	-0.301589945234692
AKAP14	8169665	0.194642500758205	-0.105677897623582
CHST1	7947599	0.194642500758205	0.2400464294966
WBSCR17	8133258	0.194659275330641	-0.158814410335599
FOSL1	7949532	0.194696183197206	0.264352061425173
TRIM3	7946180	0.194741120896615	-0.169537360646259
	7995438	0.194838163029268	-0.450398087074828
	8170213	0.194898956645767	-0.117934905942176
CD19	7994487	0.19494811958511	-0.7813037239195
TPM1	7984079	0.19494811958511	-0.294492355575964
BBS2	8001507	0.195000554581729	-0.435085345879816
IL2	8102697	0.195000554581729	-0.0852508827029479
	7893346	0.195000554581729	0.51454723709297
	7893321	0.195049548962311	-0.207656982249425
	7944989	0.195147921029221	-0.319461536925169
	7961998	0.195181971784656	-0.284820080696147
	8173039	0.195183830655506	-0.0944664831587296
	8013529	0.195183830655506	-0.367092957278911
ADAMTS2	8116272	0.195249922765544	0.242540093066896
HR	8149652	0.195308430078265	-0.206155612812924
	8116952	0.195308430078265	-0.457139077334467
JMY	8106516	0.195316310524578	-0.582857502821996
	7896311	0.195320625737972	0.544460133548755
	7983775	0.195320625737972	0.179013327259637
	7893935	0.195369508736892	-0.251546936937642
C20orf166-AS1	8067530	0.195404452025531	0.298099235971659
	7895646	0.195578239000397	0.440807875026076
	7918792	0.195578239000397	-0.220565094851474
TMEM252	8161610	0.195614963514013	-0.431244632800453
	7893608	0.195761262039935	0.523939663019276
PROSER3	8028016	0.195779849716326	-0.189869293960317
	8115066	0.195840592348802	-0.157469683729023
CREB5	8131996	0.195840592348802	-1.23870530043197
PKDCC	8041582	0.195841305451148	-0.227510056435372
	7893411	0.195871096261105	0.450386003131518
FAM228A	8040541	0.195886781140884	-0.193258034672334
GDF11	7956026	0.195886781140884	0.288262796269843
	8139365	0.195904312142029	-0.104332835715419
PRKAR2A	8087210	0.195985630621268	-0.163626431725619
MAPKAPK5-AS1	7966441	0.196039853310769	-0.460629354164397
ARFIP1	8097813	0.196039853310769	-0.443664832130385
	8047463	0.196083701302537	-0.127289586774375
SIGLEC8	8038839	0.196152462886179	-0.48405040818594
PAX5	8161211	0.196152462886179	-0.981625121919501
EME2	7992379	0.196239738361284	-0.204551318609979
	7969701	0.196289304317411	0.0871846638265317
	7895948	0.196301266012781	-0.539389238128118
CRHR2	8138865	0.196301266012781	-0.15892441772449
HK1	7928019	0.19630264137517	0.346092478716558
	7898723	0.196346301853931	-0.282355109032879
RNASEH2B	7969179	0.196388844404473	0.431323044167801
SNCB	8115948	0.196388844404473	-0.27361684179932
	7971931	0.196419326482045	-0.135157237636055
PGM5P2///PGM5	8161513	0.196419326482045	-0.487579365919501
	7895098	0.196538313845649	0.382291410778915
HOGA1	7929664	0.196541948632804	-0.198083713965983
	8148474	0.196565683924801	-0.170760904307255
	7894773	0.196565683924801	0.161052806984128
IFI27L2	7981046	0.196565683924801	0.212245365303855
CEP97	8081362	0.196565683924801	-0.265916463260773
ELOVL4	8127767	0.196584213401174	-0.376866471981859
TCP10L2///TCP10	8130787	0.196611481926728	-0.176391196230157
ELN	8133372	0.196654144991182	-0.250069438591839
NAT1	8144857	0.196654144991182	-0.241411908751699
	8174594	0.19669348027421	0.177410639285715
DET1	7991216	0.196699976760828	0.431231409231295
STOX2	8098549	0.196699976760828	0.15740173134127
AIMP1	8096718	0.196746886377161	0.490869289198414
PDE6A	8115041	0.196824119729435	-0.136431696621314
	8027437	0.196832850853837	0.302675000027211
ANKRD11	8175585	0.196905176149065	-0.348697025104308
LOC100130433	8156192	0.196905176149065	-0.152977066684806
	7896112	0.196905176149065	-0.322364085018137
	7995627	0.196999796176968	-0.254569894660996
	7914038	0.196999796176968	-0.195287069902494
SEC14L1	8010139	0.197022210400774	-0.826197745529479
	8022570	0.197041263532143	-0.180912329825397
IMPDH1	8142795	0.197041263532143	-0.374269521158729
	7894931	0.197041263532143	-0.470431494539683
LOC100129581	8050113	0.197041263532143	-0.224737524029478
NDUFV3	8068857	0.19707503750775	0.221846496936507
	7893859	0.19707503750775	-0.349726777761906
LAT2	8133442	0.197192692902405	0.766408663043085
MGAT3	8073129	0.197208078745781	-0.375454972496597
	7893806	0.19723105138282	-0.474492789216555
	7893017	0.197359675235674	-0.377619509173467
MED15	8071392	0.197374141728124	-0.230450171507933
CDKN2D	8034075	0.197408248909936	-0.500056398114514
LOC102724238///LOC100126582///FGF7P3///LOC403323///FGF7P6///FGF7	8155530	0.197408248909936	-0.352858692851474
	8134550	0.197408248909936	0.363002835010205
OSBPL10	8085984	0.197410970439153	-0.987678375020407
SPARCL1	8101659	0.197433410891479	-0.152659804840136
	8047125	0.197442485292531	-0.405547817930839
	7896355	0.19747981769052	0.517858417244902
SECTM1	8019486	0.197484149357648	-1.04907423489229
ADAL	7983191	0.197501520815745	0.440082250301588
	8163015	0.197501520815745	-0.292630185410433
L3MBTL1	8062705	0.197589584251728	0.140211006605443
TMEM68	8150846	0.197617264073659	0.320988127436507
SGTA	8032530	0.197629286014005	0.191613789035149
	8047213	0.197631054951329	-0.198255161023809
WDR61	7990700	0.197719214484542	0.512107506334467
	7893291	0.197779752970889	0.285464214812926
	7976065	0.197862416334555	-0.46659427762925
TPD52///TPD52	8151475	0.197883900551362	-0.848001288075963
TRIM31	8179617	0.197883900551362	-0.198651046463717
LINC00917	8003230	0.197883900551362	-0.509048126201814
POMK	8146278	0.197883900551362	-0.202561109293647
	8053560	0.197893632800182	0.25052424453855
LOC650293///OR7E91P	7960896	0.197901261803781	-0.362392306021542
	7893153	0.198019890916911	0.348103112843541
	7893213	0.198027691072758	0.501425840470521
NUAK1	7966026	0.198027691072758	0.20996842142177
	8096777	0.198030991817203	-0.310947913193877
PRKCDBP	7946142	0.19806138783855	0.242533033267572
FP248	8148512	0.198083074980962	-0.383267215416098
	7977125	0.198083074980962	-0.19019363631179
	8055424	0.198083074980962	-0.312034206205215
	8035579	0.198087937938301	0.105556596133788
DEGS2	7981278	0.198231867796897	0.226664237750569
	7892701	0.198231867796897	-0.266925825303852
	8059475	0.198231867796897	-0.323977458502267
IGKC	8043480	0.198242518040753	1.35696993036281
OK/SW-CL.36	8101501	0.198390842287786	0.147594809902496
CYB561A3	7948565	0.198438634185492	-0.521255418878686
SYT14	7909494	0.198438916089187	0.122700857628119
	7893841	0.198580527224069	0.621592209524945
CPS1-IT1	8048071	0.198614194778906	0.136983221453515
RAD54B	8151824	0.19865589848508	0.407467364770976
	7894189	0.198662340072402	-0.362104662575963
EXO5	7900454	0.198912774974075	-0.235713393619047
FAM131A	8084478	0.19893154437009	-0.239486183379819
TRIM49C///TRIM49B///TRIM49	7939884	0.198949606391552	-0.408040204097505
PPCS	7900546	0.199147712210772	-0.320086972404764
	8146525	0.199172005164654	-0.135622160116779
GCNT2	8116835	0.199314312945386	-0.518684766692743
GDF9	8114080	0.199344724980223	-0.221465264905894
	7894236	0.1993806294465	-0.0861982285940996
	8055263	0.1993806294465	-0.0921326434342395
	7961873	0.1993806294465	-0.0940097034126968
PNMA1	7980044	0.1993806294465	0.434435453173474
	8164426	0.1993806294465	-0.320113895328799
	7893215	0.1993806294465	-0.394676589544212
	7963210	0.1993806294465	-0.216579906482993
	8120715	0.1993806294465	-0.280594610772109
	7892630	0.199388618489778	0.864226948614514
MPZL1	7907092	0.199420481819838	0.666370044843537
	8054465	0.199420481819838	-0.342120786409297
	8168998	0.199420481819838	0.455007383052155
STYXL1	8140386	0.19944728987823	-0.244116308036282
	7896082	0.19944728987823	0.552337490868483
MZT2B	8045146	0.19944728987823	-0.189910662537414
	7919403	0.19944728987823	0.579204217626985
WDSUB1	8056047	0.19944728987823	0.4358647017381
